date,station_type,temp,is_holiday,weather,weekday,demand
2024/9/5 13:50,3,28.9,0,0,4,251
2024/9/5 14:32,1,28.4,0,0,4,261
2024/9/5 15:12,0,29.1,0,0,4,280
2024/9/5 15:52,1,28.5,0,0,4,285
2024/9/5 16:33,1,28.6,0,0,4,184
2024/9/5 17:13,3,27.9,0,0,4,248
2024/9/5 17:53,0,28.8,0,0,4,424
2024/9/5 18:35,0,28.4,0,0,4,312
2024/9/5 19:15,1,28.2,0,0,4,308
2024/9/5 19:56,0,27.4,0,0,4,197
2024/9/5 20:37,1,26.8,0,0,4,253
2024/9/5 21:18,0,26.7,0,0,4,287
2024/9/5 21:59,0,26.5,0,0,4,253
2024/9/5 22:40,2,26.1,0,0,4,204
2024/9/5 23:21,2,24.6,0,0,4,183
2024/9/6 0:01,3,24.3,0,0,5,293
2024/9/6 0:41,0,24.1,0,0,5,302
2024/9/6 1:22,0,24.3,0,0,5,259
2024/9/6 2:03,1,24.5,0,0,5,200
2024/9/6 2:43,1,24,0,0,5,195
2024/9/6 3:24,1,24.2,0,0,5,185
2024/9/6 4:05,1,23.7,0,0,5,218
2024/9/6 4:46,2,23.3,0,0,5,336
2024/9/6 5:27,2,24.6,0,0,5,283
2024/9/6 6:08,0,24,0,0,5,280
2024/9/6 6:48,0,24.6,0,0,5,213
2024/9/6 7:29,0,25.1,0,0,5,334
2024/9/6 8:09,1,26.2,0,0,5,274
2024/9/6 8:50,2,26,0,0,5,207
2024/9/6 9:30,1,26.6,0,0,5,282
2024/9/6 10:11,1,27.2,0,0,5,214
2024/9/6 10:51,3,26.9,0,0,5,338
2024/9/6 11:32,1,28.1,0,0,5,236
2024/9/6 12:12,0,27.8,0,0,5,271
2024/9/6 12:52,1,28,0,0,5,314
2024/9/6 13:34,3,29,0,0,5,295
2024/9/6 14:14,1,29,0,0,5,214
2024/9/6 14:54,2,28.2,0,0,5,211
2024/9/6 15:35,0,29.4,0,0,5,193
2024/9/6 16:16,2,28.3,0,0,5,283
2024/9/6 16:56,0,28.4,0,0,5,191
2024/9/6 17:38,0,28.6,0,0,5,321
2024/9/6 18:19,0,28.1,0,0,5,336
2024/9/6 19:00,0,27.5,0,0,5,250
2024/9/6 19:41,2,27.4,0,0,5,257
2024/9/6 20:21,2,27.3,0,0,5,265
2024/9/6 21:03,1,26.1,0,0,5,218
2024/9/6 21:43,3,26.9,0,0,5,235
2024/9/6 22:24,1,25.5,0,0,5,269
2024/9/6 23:04,0,24.5,0,0,5,336
2024/9/6 23:45,2,24.6,0,0,5,234
2024/9/7 0:26,1,24.3,0,2,6,253
2024/9/7 1:07,1,23.7,0,2,6,268
2024/9/7 1:48,1,24.4,0,2,6,178
2024/9/7 2:29,2,24,0,2,6,237
2024/9/7 3:10,0,23.9,0,2,6,161
2024/9/7 3:50,1,23.5,0,2,6,247
2024/9/7 4:31,2,23.4,0,2,6,275
2024/9/7 5:12,1,23.7,0,2,6,269
2024/9/7 5:53,1,24.1,0,2,6,243
2024/9/7 6:34,2,24.1,0,2,6,250
2024/9/7 7:15,0,25,0,2,6,247
2024/9/7 7:55,2,25,0,2,6,261
2024/9/7 8:36,0,25.3,0,2,6,168
2024/9/7 9:17,2,26.1,0,2,6,201
2024/9/7 9:57,2,26.7,0,2,6,264
2024/9/7 10:38,0,26.9,0,2,6,283
2024/9/7 11:19,0,27.8,0,2,6,286
2024/9/7 11:59,2,27,0,2,6,239
2024/9/7 12:40,3,27.8,0,2,6,265
2024/9/7 13:21,0,28.3,0,2,6,248
2024/9/7 14:02,1,29.3,0,2,6,198
2024/9/7 14:42,1,29.1,0,2,6,221
2024/9/7 15:23,2,28.4,0,2,6,225
2024/9/7 16:05,2,28.4,0,2,6,232
2024/9/7 16:45,1,29.1,0,2,6,279
2024/9/7 17:26,3,28.9,0,2,6,232
2024/9/7 18:06,1,27.8,0,2,6,182
2024/9/7 18:47,3,28.1,0,2,6,267
2024/9/7 19:29,1,27.2,0,2,6,162
2024/9/7 20:09,2,26.8,0,2,6,181
2024/9/7 20:49,2,27,0,2,6,283
2024/9/7 21:29,0,26.3,0,2,6,177
2024/9/7 22:10,2,25.4,0,2,6,214
2024/9/7 22:51,0,26.1,0,2,6,170
2024/9/7 23:32,1,25.5,0,2,6,211
2024/9/8 0:13,2,23.6,0,1,7,179
2024/9/8 0:54,2,22.2,0,1,7,179
2024/9/8 1:34,0,23.2,0,1,7,151
2024/9/8 2:14,1,21.9,0,1,7,208
2024/9/8 2:55,3,21.6,0,1,7,228
2024/9/8 3:36,1,22.8,0,1,7,192
2024/9/8 4:17,2,22.3,0,1,7,147
2024/9/8 4:58,1,23.2,0,1,7,156
2024/9/8 5:39,1,23.6,0,1,7,213
2024/9/8 6:20,1,22.5,0,1,7,196
2024/9/8 7:01,0,22.7,0,1,7,216
2024/9/8 7:42,2,23.5,0,1,7,175
2024/9/8 8:23,0,24,0,1,7,164
2024/9/8 9:05,3,24.3,0,1,7,252
2024/9/8 9:46,2,23.4,0,1,7,160
2024/9/8 10:27,0,24.3,0,1,7,176
2024/9/8 11:08,1,24.4,0,1,7,156
2024/9/8 11:49,1,25.9,0,1,7,230
2024/9/8 12:30,1,26.6,0,1,7,181
2024/9/8 13:11,2,27.3,0,1,7,233
2024/9/8 13:52,1,25.8,0,1,7,220
2024/9/8 14:33,2,26,0,1,7,233
2024/9/8 15:13,0,27.2,0,1,7,166
2024/9/8 15:53,2,26.8,0,1,7,204
2024/9/8 16:33,1,26.6,0,1,7,195
2024/9/8 17:14,0,27.2,0,1,7,314
2024/9/8 17:55,1,26.1,0,1,7,247
2024/9/8 18:36,2,26.8,0,1,7,138
2024/9/8 19:18,1,26.2,0,1,7,147
2024/9/8 19:58,0,26.1,0,1,7,190
2024/9/8 20:39,1,25.7,0,1,7,230
2024/9/8 21:20,3,24.6,0,1,7,213
2024/9/8 22:00,3,22.8,0,1,7,161
2024/9/8 22:41,0,24.5,0,1,7,176
2024/9/8 23:22,0,23.2,0,1,7,216
2024/9/9 0:04,1,24.3,0,0,1,219
2024/9/9 0:45,0,24.8,0,0,1,268
2024/9/9 1:26,2,23.5,0,0,1,210
2024/9/9 2:08,1,23.4,0,0,1,278
2024/9/9 2:49,0,23.4,0,0,1,201
2024/9/9 3:30,0,23.9,0,0,1,260
2024/9/9 4:11,2,24.2,0,0,1,294
2024/9/9 4:51,0,23.7,0,0,1,276
2024/9/9 5:32,2,23.3,0,0,1,211
2024/9/9 6:13,1,24.5,0,0,1,331
2024/9/9 6:54,1,24.1,0,0,1,323
2024/9/9 7:35,0,25.2,0,0,1,287
2024/9/9 8:16,2,25.5,0,0,1,332
2024/9/9 8:56,2,25,0,0,1,265
2024/9/9 9:37,0,26.2,0,0,1,256
2024/9/9 10:19,1,26.3,0,0,1,194
2024/9/9 10:59,1,27.3,0,0,1,284
2024/9/9 11:40,0,27.4,0,0,1,243
2024/9/9 12:21,3,27.7,0,0,1,326
2024/9/9 13:01,2,27.9,0,0,1,180
2024/9/9 13:42,1,27.9,0,0,1,200
2024/9/9 14:23,1,28.3,0,0,1,312
2024/9/9 15:03,2,28.5,0,0,1,388
2024/9/9 15:44,3,28.3,0,0,1,197
2024/9/9 16:25,1,28.1,0,0,1,230
2024/9/9 17:05,2,28.8,0,0,1,330
2024/9/9 17:46,3,28.4,0,0,1,230
2024/9/9 18:27,1,28.4,0,0,1,398
2024/9/9 19:08,2,27.1,0,0,1,229
2024/9/9 19:49,1,27.8,0,0,1,219
2024/9/9 20:30,1,26.9,0,0,1,300
2024/9/9 21:11,1,25.9,0,0,1,294
2024/9/9 21:52,2,25.5,0,0,1,241
2024/9/9 22:33,2,24.9,0,0,1,241
2024/9/9 23:14,3,25.3,0,0,1,305
2024/9/9 23:55,3,25.2,0,0,1,285
2024/9/10 0:36,2,23.9,0,2,2,324
2024/9/10 1:17,1,23.3,0,2,2,312
2024/9/10 1:57,1,24.1,0,2,2,252
2024/9/10 2:38,3,23.6,0,2,2,183
2024/9/10 3:18,3,24.1,0,2,2,214
2024/9/10 3:59,1,23.4,0,2,2,193
2024/9/10 4:40,0,23.5,0,2,2,298
2024/9/10 5:21,1,23.9,0,2,2,200
2024/9/10 6:03,0,23.7,0,2,2,273
2024/9/10 6:44,2,24.4,0,2,2,240
2024/9/10 7:25,2,24.6,0,2,2,261
2024/9/10 8:05,1,24.9,0,2,2,246
2024/9/10 8:46,1,25.6,0,2,2,205
2024/9/10 9:26,2,25.9,0,2,2,231
2024/9/10 10:07,2,26.5,0,2,2,196
2024/9/10 10:47,1,26.5,0,2,2,214
2024/9/10 11:28,2,27.9,0,2,2,409
2024/9/10 12:09,2,27.8,0,2,2,323
2024/9/10 12:50,1,27.5,0,2,2,233
2024/9/10 13:31,1,28,0,2,2,405
2024/9/10 14:12,1,28.2,0,2,2,186
2024/9/10 14:52,0,28.6,0,2,2,273
2024/9/10 15:33,2,28.8,0,2,2,227
2024/9/10 16:14,0,28.1,0,2,2,187
2024/9/10 16:54,2,28,0,2,2,267
2024/9/10 17:35,0,27.9,0,2,2,267
2024/9/10 18:16,0,27.2,0,2,2,321
2024/9/10 18:56,2,28.4,0,2,2,201
2024/9/10 19:36,1,27.7,0,2,2,285
2024/9/10 20:17,2,26.3,0,2,2,183
2024/9/10 20:58,2,26.3,0,2,2,227
2024/9/10 21:39,0,25.9,0,2,2,237
2024/9/10 22:20,1,25.6,0,2,2,225
2024/9/10 23:01,0,24.3,0,2,2,233
2024/9/10 23:42,1,24.7,0,2,2,207
2024/9/11 0:22,1,23.9,0,2,3,191
2024/9/11 1:03,3,23.9,0,2,3,244
2024/9/11 1:44,2,24.2,0,2,3,329
2024/9/11 2:25,2,23.5,0,2,3,198
2024/9/11 3:05,1,23.2,0,2,3,286
2024/9/11 3:46,3,23.9,0,2,3,309
2024/9/11 4:27,1,23.6,0,2,3,269
2024/9/11 5:08,0,23.9,0,2,3,299
2024/9/11 5:49,1,23.5,0,2,3,304
2024/9/11 6:30,0,24.2,0,2,3,198
2024/9/11 7:11,2,24.6,0,2,3,248
2024/9/11 7:52,1,24.6,0,2,3,268
2024/9/11 8:33,1,25.4,0,2,3,250
2024/9/11 9:15,3,26.2,0,2,3,214
2024/9/11 9:55,2,25.5,0,2,3,226
2024/9/11 10:36,2,26.1,0,2,3,261
2024/9/11 11:16,2,27.2,0,2,3,279
2024/9/11 11:58,0,27.3,0,2,3,279
2024/9/11 12:38,0,27.6,0,2,3,295
2024/9/11 13:18,2,28.3,0,2,3,257
2024/9/11 13:59,1,27.6,0,2,3,224
2024/9/11 14:39,2,28.6,0,2,3,248
2024/9/11 15:20,0,28.5,0,2,3,277
2024/9/11 16:00,1,28.9,0,2,3,247
2024/9/11 16:40,1,28.7,0,2,3,232
2024/9/11 17:21,0,28.1,0,2,3,404
2024/9/11 18:03,1,27.4,0,2,3,286
2024/9/11 18:43,2,27.9,0,2,3,285
2024/9/11 19:24,2,27.8,0,2,3,328
2024/9/11 20:05,1,26.6,0,2,3,269
2024/9/11 20:46,0,26.9,0,2,3,314
2024/9/11 21:26,1,26.4,0,2,3,273
2024/9/11 22:08,3,24.9,0,2,3,310
2024/9/11 22:48,0,25.8,0,2,3,274
2024/9/11 23:29,2,24.4,0,2,3,287
2024/9/12 0:10,2,23.6,0,3,4,249
2024/9/12 0:51,1,24.1,0,3,4,249
2024/9/12 1:32,3,24.2,0,3,4,185
2024/9/12 2:13,2,23.3,0,3,4,249
2024/9/12 2:54,0,23.1,0,3,4,196
2024/9/12 3:34,0,23.9,0,3,4,236
2024/9/12 4:14,0,23.6,0,3,4,233
2024/9/12 4:54,1,23.3,0,3,4,218
2024/9/12 5:36,1,23.6,0,3,4,324
2024/9/12 6:17,1,24,0,3,4,237
2024/9/12 6:57,1,24,0,3,4,258
2024/9/12 7:38,2,24.8,0,3,4,222
2024/9/12 8:20,0,25.7,0,3,4,238
2024/9/12 9:00,0,25.4,0,3,4,240
2024/9/12 9:40,2,26.1,0,3,4,287
2024/9/12 10:21,1,26.8,0,3,4,251
2024/9/12 11:02,0,27.6,0,3,4,290
2024/9/12 11:42,1,27.7,0,3,4,215
2024/9/12 12:22,2,28.1,0,3,4,303
2024/9/12 13:04,2,28.7,0,3,4,317
2024/9/12 13:45,1,27.7,0,3,4,206
2024/9/12 14:25,3,28.9,0,3,4,335
2024/9/12 15:06,1,28.5,0,3,4,251
2024/9/12 15:46,1,29,0,3,4,237
2024/9/12 16:27,0,28.7,0,3,4,291
2024/9/12 17:09,3,27.6,0,3,4,213
2024/9/12 17:50,0,27.9,0,3,4,342
2024/9/12 18:30,3,27.7,0,3,4,230
2024/9/12 19:11,3,26.9,0,3,4,281
2024/9/12 19:52,1,26.6,0,3,4,273
2024/9/12 20:34,2,27.1,0,3,4,236
2024/9/12 21:14,0,25.9,0,3,4,231
2024/9/12 21:55,0,26,0,3,4,258
2024/9/12 22:36,1,25,0,3,4,231
2024/9/12 23:16,2,24.8,0,3,4,308
2024/9/12 23:58,2,24.7,0,3,4,245
2024/9/13 0:38,1,24,1,0,5,165
2024/9/13 1:19,2,23.2,1,0,5,219
2024/9/13 2:01,1,23.9,1,0,5,222
2024/9/13 2:42,0,23.6,1,0,5,148
2024/9/13 3:23,0,23,1,0,5,163
2024/9/13 4:04,1,24.1,1,0,5,162
2024/9/13 4:45,2,23.7,1,0,5,271
2024/9/13 5:25,1,23.5,1,0,5,232
2024/9/13 6:05,3,24.6,1,0,5,187
2024/9/13 6:46,1,23.7,1,0,5,217
2024/9/13 7:26,0,25,1,0,5,237
2024/9/13 8:06,1,25,1,0,5,277
2024/9/13 8:46,2,25.2,1,0,5,256
2024/9/13 9:27,2,25.5,1,0,5,292
2024/9/13 10:09,1,26.8,1,0,5,220
2024/9/13 10:49,0,26.5,1,0,5,192
2024/9/13 11:30,3,27.5,1,0,5,201
2024/9/13 12:11,0,27.7,1,0,5,269
2024/9/13 12:52,1,27.1,1,0,5,158
2024/9/13 13:32,2,27.7,1,0,5,182
2024/9/13 14:13,0,28.7,1,0,5,240
2024/9/13 14:53,2,28.2,1,0,5,170
2024/9/13 15:34,0,28.1,1,0,5,223
2024/9/13 16:14,1,28.2,1,0,5,213
2024/9/13 16:55,2,27.9,1,0,5,214
2024/9/13 17:37,3,28.6,1,0,5,232
2024/9/13 18:17,0,28.1,1,0,5,345
2024/9/13 18:58,2,28.1,1,0,5,160
2024/9/13 19:39,0,26.6,1,0,5,171
2024/9/13 20:20,2,26.7,1,0,5,173
2024/9/13 21:01,1,26.3,1,0,5,271
2024/9/13 21:41,1,25.8,1,0,5,233
2024/9/13 22:21,2,24.7,1,0,5,204
2024/9/13 23:02,1,24.6,1,0,5,187
2024/9/13 23:42,0,24.4,1,0,5,168
2024/9/14 0:23,1,24,0,3,6,204
2024/9/14 1:04,2,23.9,0,3,6,281
2024/9/14 1:45,1,23.9,0,3,6,209
2024/9/14 2:26,1,23.9,0,3,6,237
2024/9/14 3:07,1,23.2,0,3,6,232
2024/9/14 3:47,0,22.9,0,3,6,206
2024/9/14 4:28,2,23,0,3,6,209
2024/9/14 5:10,2,24,0,3,6,245
2024/9/14 5:50,2,24,0,3,6,224
2024/9/14 6:30,0,23.8,0,3,6,162
2024/9/14 7:10,0,24.5,0,3,6,302
2024/9/14 7:50,0,24.8,0,3,6,373
2024/9/14 8:31,0,25.1,0,3,6,219
2024/9/14 9:11,1,25.7,0,3,6,224
2024/9/14 9:52,1,25.8,0,3,6,283
2024/9/14 10:33,0,26.3,0,3,6,199
2024/9/14 11:13,1,27.5,0,3,6,237
2024/9/14 11:55,3,27.5,0,3,6,275
2024/9/14 12:35,0,27.3,0,3,6,205
2024/9/14 13:16,1,27.9,0,3,6,189
2024/9/14 13:57,1,28.6,0,3,6,179
2024/9/14 14:38,3,28.8,0,3,6,205
2024/9/14 15:19,1,27.9,0,3,6,246
2024/9/14 15:59,3,28,0,3,6,180
2024/9/14 16:41,0,28.6,0,3,6,200
2024/9/14 17:22,1,28.4,0,3,6,227
2024/9/14 18:02,0,28.2,0,3,6,301
2024/9/14 18:44,1,28,0,3,6,186
2024/9/14 19:24,2,27.4,0,3,6,221
2024/9/14 20:05,0,26.5,0,3,6,172
2024/9/14 20:45,1,26.3,0,3,6,281
2024/9/14 21:26,2,26.4,0,3,6,154
2024/9/14 22:07,0,25.8,0,3,6,235
2024/9/14 22:47,1,25.9,0,3,6,197
2024/9/14 23:28,3,25.1,0,3,6,288
2024/9/15 0:09,2,24.6,0,0,7,256
2024/9/15 0:49,1,24.2,0,0,7,215
2024/9/15 1:30,2,24,0,0,7,235
2024/9/15 2:10,2,23.9,0,0,7,245
2024/9/15 2:50,1,23.9,0,0,7,267
2024/9/15 3:30,0,22.8,0,0,7,178
2024/9/15 4:12,2,24,0,0,7,218
2024/9/15 4:52,3,23.4,0,0,7,288
2024/9/15 5:33,1,23.7,0,0,7,284
2024/9/15 6:13,2,24.1,0,0,7,182
2024/9/15 6:53,1,23.6,0,0,7,163
2024/9/15 7:35,1,24.1,0,0,7,250
2024/9/15 8:15,0,25.1,0,0,7,168
2024/9/15 8:56,0,25,0,0,7,168
2024/9/15 9:36,2,26.4,0,0,7,169
2024/9/15 10:16,0,27.1,0,0,7,286
2024/9/15 10:58,3,26.1,0,0,7,209
2024/9/15 11:39,2,26.7,0,0,7,165
2024/9/15 12:20,0,28.1,0,0,7,242
2024/9/15 13:01,1,28.5,0,0,7,198
2024/9/15 13:42,1,28.4,0,0,7,161
2024/9/15 14:22,2,27.8,0,0,7,262
2024/9/15 15:03,1,28.6,0,0,7,240
2024/9/15 15:44,2,28.1,0,0,7,173
2024/9/15 16:25,0,28.1,0,0,7,160
2024/9/15 17:06,0,27.7,0,0,7,257
2024/9/15 17:46,3,28.2,0,0,7,158
2024/9/15 18:26,0,27.5,0,0,7,364
2024/9/15 19:08,3,27.1,0,0,7,233
2024/9/15 19:49,3,27.6,0,0,7,219
2024/9/15 20:30,2,26.7,0,0,7,204
2024/9/15 21:10,2,25.6,0,0,7,184
2024/9/15 21:51,1,26.2,0,0,7,239
2024/9/15 22:31,2,25.3,0,0,7,195
2024/9/15 23:13,2,25.2,0,0,7,210
2024/9/15 23:53,0,24.4,0,0,7,258
2024/9/16 0:35,2,24.5,0,2,1,296
2024/9/16 1:15,1,23.9,0,2,1,236
2024/9/16 1:56,2,24.2,0,2,1,245
2024/9/16 2:37,3,24.1,0,2,1,183
2024/9/16 3:18,1,24,0,2,1,299
2024/9/16 3:59,2,23.3,0,2,1,224
2024/9/16 4:39,2,24.1,0,2,1,309
2024/9/16 5:21,1,24.1,0,2,1,287
2024/9/16 6:01,3,24.1,0,2,1,319
2024/9/16 6:42,3,24.5,0,2,1,290
2024/9/16 7:22,0,24.4,0,2,1,376
2024/9/16 8:03,0,25.7,0,2,1,218
2024/9/16 8:43,2,26,0,2,1,250
2024/9/16 9:24,1,26.3,0,2,1,299
2024/9/16 10:05,1,26.2,0,2,1,255
2024/9/16 10:46,2,26.8,0,2,1,246
2024/9/16 11:26,1,27.5,0,2,1,228
2024/9/16 12:07,3,27.3,0,2,1,300
2024/9/16 12:48,2,28.1,0,2,1,198
2024/9/16 13:29,0,28.6,0,2,1,223
2024/9/16 14:09,1,28.3,0,2,1,313
2024/9/16 14:50,1,28.7,0,2,1,269
2024/9/16 15:31,0,28.3,0,2,1,279
2024/9/16 16:11,2,27.9,0,2,1,280
2024/9/16 16:52,1,28.6,0,2,1,314
2024/9/16 17:33,2,28.2,0,2,1,261
2024/9/16 18:13,0,28,0,2,1,365
2024/9/16 18:54,0,28.1,0,2,1,307
2024/9/16 19:35,2,26.8,0,2,1,335
2024/9/16 20:16,1,26.6,0,2,1,336
2024/9/16 20:56,2,26.4,0,2,1,209
2024/9/16 21:37,0,25.6,0,2,1,279
2024/9/16 22:18,0,25.6,0,2,1,270
2024/9/16 22:58,0,25.2,0,2,1,219
2024/9/16 23:39,1,24.6,0,2,1,313
2024/9/17 0:19,2,24.1,1,3,2,236
2024/9/17 1:00,0,24.3,1,3,2,192
2024/9/17 1:41,2,24.1,1,3,2,223
2024/9/17 2:21,0,23.7,1,3,2,154
2024/9/17 3:03,0,23.1,1,3,2,222
2024/9/17 3:43,2,22.9,1,3,2,239
2024/9/17 4:24,1,23.4,1,3,2,145
